source,expert,quote,emotion_label,emotion_score,persuasion_score
18350,Professor Maibach,"I have one question  —   I’m sorry, Thomas, and Professor Maibach  —   I forgot.",surprise,0.4085920751094818,0.0
18350,Professor Maibaich,"Here’s the key: this GMU climate communication Professor Maibaich has been coaxed into admitting, under oath, that his own side should be investigated for climate fraud.",neutral,0.5457628965377808,0.037
18388,Mr Corbyn,"Asked by Andrew Marr if there could be an upper limit for migration, Mr Corbyn said: “I don’t think you can have one while you have the free movement of labour.",neutral,0.8203930258750916,0.031
18451,Professor Hal Salzman,Rutgers University Professor Hal Salzman has also explained that the   bill would flood the labor market with enough foreign workers that employers could fill at least 100 percent of their   tech hires with foreign workers instead of American workers.,neutral,0.8550064563751221,0.051
18480,Mrs Clinton,"” “Mrs Clinton chose her aggressive rhetoric and aggressive stance with regard to Russia, and Mr Trump, on the contrary, is calling for cooperation, at least against terrorism,” Putin added.",fear,0.8174062371253967,0.0
18480,Mr Trump,"” “Mrs Clinton chose her aggressive rhetoric and aggressive stance with regard to Russia, and Mr Trump, on the contrary, is calling for cooperation, at least against terrorism,” Putin added.",fear,0.8174062371253967,0.0
18537,Professor Robert George,"6.) A few weeks later, on January 23, 2015, conservative Princeton University Professor Robert George said the failure of House Republican leadership to pass the   Unborn Child Protection Act after Ellmers’ sabotage of the bill is nothing less than a “tragedy.",sadness,0.42830488085746765,0.0
18549,Professor Peter Morici,"On Monday’s Breitbart News Daily, University of Maryland business Professor Peter Morici told SiriusXM host Alex Marlow that Democrats’ constant allegations of racism and sexism  —   while they, and institutions they dominate, systematically discriminate against white males  —   were a major reason Donald Trump was able to defeat Hillary Clinton.",fear,0.46457788348197937,0.0
18549,Professor Morici,"[“The Democratic Party  —   and Hillary Clinton, a great champion of this  —   has been advocating that every group in America practice identity politics, except white heterosexual males,” said Professor Morici.",neutral,0.4246950149536133,0.0
18560,Professor John Banzhaf,Public interest law Professor John Banzhaf of the George Washington University Law School talked about the states’ losing battle against federalized elections on Wednesday’s Breitbart News Daily with SiriusXM host Alex Marlow.,neutral,0.8951604962348938,0.0
18560,Professor Banzhaf,"[“Basically, today, the elections are all run by state and local officials,” Professor Banzhaf explained, adding:  But the problem is that, more and more, we’re convinced there is a very real threat that the elections may be hacked.",fear,0.7833191752433777,0.026
18617,Mr Cameron,"Harry Bhopara told Mr Cameron how rising levels of immigration were making the town he grew up in less safe: “I have no GP, as all of them are full in my area.",fear,0.43084537982940674,0.0
18744,Professor Albert Ko,Yale University School of Public Health Professor Albert Ko claims the cases of microcephaly in Brazil are just the start of concerns about birth defects linked to the Zika virus.,fear,0.5556091070175171,0.0
18758,Mr Kinzel,"In the aftermath of the attack Mr Kinzel, who is heterosexual, posted a message on Facebook declaring that he would not be intimidated.",fear,0.9759592413902283,0.043
18758,Mr Kinzel,"On Thursday, however, the prosecutor in the city of Schwerin accused Mr Kinzel of faking a crime.",disgust,0.5817576050758362,0.0
18758,Mr Kinzel,"A number of inconsistencies in his story, not least inexplicable injuries, led to police opening the investigation against Mr Kinzel.",neutral,0.32429978251457214,0.0
18758,Mr Kinzel,"Still, figures in Mr Kinzel’s party stood behind him, Dietmar Bartsch, head of the Left in the Bundestag, condemned the alleged knife attack “in the strongest terms” and pledged that the party would never give up the fight against   extremism.",anger,0.41878819465637207,0.024
18758,Mr Kinzer,"When doubt was doubt on his young colleague’s story, Bartsch said ridicule of Mr Kinzer is “misguided”.",disgust,0.42215457558631897,0.0
18769,Mr Lowles,” Mr Lowles is currently attempting to use the courts to silence Nigel Farage’s criticism of his organisation.,anger,0.6640735268592834,0.0
18769,Mr Farage,"The column written by Lowles is largely in response to comments made by Mr Farage who said the organisation, which has specifically targetted him and UKIP, uses extremist methods to shut down their perceived enemies.",disgust,0.48154380917549133,0.0
18944,Mr Valensi,"When contacted by local paper Nord Littoral yesterday, Mr Valensi refused to comment other than to say that the case is ongoing.",neutral,0.42487844824790955,0.0
18973,Mrs Merkel,"The   Alternative for Germany (AfD) party has drained support from Mrs Merkel’s Christian Democrats in recent state and local elections, capitalizing on discontent over Germany’s refugee crisis.",anger,0.7738152146339417,0.0
18981,Mr Clegg,The    monarch firmly told passionate   Mr Clegg that she believed the EU was heading in the wrong direction.,fear,0.4718455970287323,0.0
19085,Professor Martha Dirnfeld,"Professor Martha Dirnfeld, of the Technion University in Haifa, said: “We analysed the amount of active swimming sperm and the quality and found that it had been reduced.",disgust,0.76457679271698,0.0
19085,Professor Gedis Grudzinskas,"Another fertility expert, Professor Gedis Grudzinskas of St.",disgust,0.44854995608329773,0.0
19085,Professor Alan Pacey,"However, another professor dismissed the results of the study as alarmist, leading to a bit of sniping between fertility experts: Professor Alan Pacey, a fertility research scientist at Sheffield University has scoffed at suggestions that mobile phones could be damaging male fertility and insists he will be carry on putting his mobile in his trouser pocket.",fear,0.7602571249008179,0.036
19085,Professor Dirnfeld,"Professor Dirnfeld said: “Dr Pacey might not need to worry about his fertility, but for younger guys it is a worry.",fear,0.8907148241996765,0.048
19085,Dr Pacey,"Professor Dirnfeld said: “Dr Pacey might not need to worry about his fertility, but for younger guys it is a worry.",fear,0.8907148241996765,0.048
19193,Mr Blair,"[Writing in the Telegraph, Mr Blair says that negotiating Britain’s withdrawal from the European Union (EU) will require “serious statesmanship” adding: “There is going to be a negotiation of extraordinary complexity where there are a thousand devils in every detailf.",fear,0.8335033655166626,0.024
19193,Mr Farage,"In his speech, Mr Farage lambasted MEPs, accusing them of being “in denial” about the failure of the single currency and efforts to tackle the migrant crisis.",anger,0.6041799187660217,0.0
19193,Mr Balir,"Remember who has to agree any new deal for Britain: the European parliament,” Mr Balir said.",neutral,0.9162122011184692,0.0
19268,Professor Markus Burgmer,"Professor Markus Burgmer of the University Hospital, Munster said: “Sounds similar to the stressful event, the images can be used in a flashback cause of time again and cause panic and anxiety, nervousness and restlessness”.",fear,0.9780256152153015,0.0
19279,Professor Melissa Click,"Immediately following the resignation of both the University System President and Chancellor, a video of University of Missouri Professor Melissa Click calling for the physical removal of a student photographer on assignment for ESPN quickly spread around the web.",anger,0.7970516085624695,0.0
19295,Professor Dale Carpenter,"”  Writing in the Washington Post, Professor Dale Carpenter, who sits on the Minnesota faculty committee that approved the motion, linked it directly to the visit of Yiannopoulos and Sommers, in addition to a number of other free speech controversies on campus: The move comes after several recent campus controversies over free speech —  including two incidents where protestors attempted to shout down guest speakers (see here and here) and the investigation and recommended public censure of faculty members by the university’s Office of Equal Opportunity and Affirmative Action for using an image of Mohammed from the cover ofCharlie Hebdo magazine.",anger,0.600974977016449,0.0
19304,Dr Belle Doyle,"The offending post on McAughtrie’s Facebook account about Dr Belle Doyle, who chairs the area’s LGBT+ group, and Crosbie read: “Thankfully you two deviants were dealt what you deserved by the people of Dumfries.",neutral,0.5136812329292297,0.0
19304,Dr Doyle,"” A source told The National that while it’s unclear what circumstances the Labour councillor’s comments refer to, Dr Doyle, who is a lesbian, found the reference to “deviants” abusive.",disgust,0.7051305770874023,0.0
19304,Mr Mc,Mr McAughtrie remains a member of Dumfries and Galloway Council  and still chairs local transport body the South West of Scotland Transport Partnership.,neutral,0.3874056041240692,0.0
19304,Mr Martin,"He sat beside me in the meeting in the middle of the Labour group,” Mr Martin said.",disgust,0.881881833076477,0.0
19304,Mr Mc,"He said: “Mr McAughtrie has been placed under administrative suspension from holding office or representing the Labour Party, and from Dumfries and Galloway Labour Group.",sadness,0.7119766473770142,0.0
19325,Professor Douglas,Professor Douglas A.,neutral,0.43997761607170105,0.0
19344,Mr Ali,"Yet despite the report’s findings, Michael Spurr, Noms chief executive, has issued a letter insisting that Mr Ali retained the confidence and support of the organisation.",anger,0.41383543610572815,0.0
19378,Mr Phillips,"Mr Phillips quipped “Why not?” and told the   protester that “there’s freedom of speech in the UK, freedom to protest.",neutral,0.7149956226348877,0.0
19378,Mr Phillips,"“No, it’s the EU Brussels club that’s destroying us” Jane hit back, During this exchange between the two women, a man interjected several times to shout at the camera that UKIP leader Nigel Farage “is a  ” Another clip filmed by Mr Phillips showed a man in tartan trousers hurling abuse at the grandmother.",disgust,0.7400625348091125,0.0
19378,Mr Phillips,In one of the videos Mr Phillips speaks with a man who professes to love the EU.,disgust,0.9407393932342529,0.0
19378,Mr Phillips,"Telling the man he seems “very knowledgeable” about the EU, Mr Phillips asked him who his favourite MP is.",neutral,0.7457669377326965,0.0
19378,Mr Phillips,"Asked his favourite figure in Europe’s political institution, one EU enthusiast named the French footballer, Thierry Henri, One man, when asked his three favourite things about the EU said, “only three?” When pressed to name some, however, Mr Phillips’ interviewee hesitated before answering just “Err  …     I love it?”",fear,0.44029098749160767,0.0
19435,Professor John Banzhaf,Public Interest Law Professor John Banzhaf of George Washington University Law School will discus his recent column about demands that Breitbart Tech Editor Milo Yiannopoulos “promise to abstain from hate speech” at his scheduled speaking engagement at GWU or else be banned from appearing at the university.,anger,0.6673200726509094,0.021
19455,Mr Introvigne,"Referring to statistics from the Centre for the Study of Global Christianity, Mr Introvigne said around 70 per cent of Christians murdered in 2016 died in tribal conflicts in Africa.",sadness,0.6591432690620422,0.0
19455,Mr Introvigne,"The statistics, due to be released next month, do offer some hope, however, as the number of Christians killed is down from 105, 000 in 2015  —   although, Mr Introvigne points out, they remain the most persecuted religious group on the planet.",sadness,0.32622474431991577,0.0
19500,Professor Lee,"Professor Lee separates parts (1) and (2) into “originalism” and “textualism,” respectively, but that is not a distinction that most originalists themselves would make.",neutral,0.9356473684310913,0.042
19551,Mrs May,"[Mrs May had offered to do a preliminary deal guaranteeing reciprocal residency rights for British citizens living in Europe and European citizens living in the UK before formal Brexit negotiations begin, but EU leaders have said no.",sadness,0.3701339066028595,0.027
19551,Mrs Merkel,"Speaking Tuesday night, Mrs Merkel said EU countries would “act together” on an agreed timetable, in words that are being seen as a direct rebuff to Britain.",neutral,0.4885954260826111,0.037
19551,Mr Tusk,"” Conservative MP Michael Tomlinson also revealed 80 MPs had written to Donald Tusk and Michel Barnier, one of the EU’s chief negotiators, accusing them of, Mr Tusk responded by accusing Brexit voters of making immigrants feel anxious and fearful.",fear,0.9863981604576111,0.0
19551,Mr Tusk,"And that the only way to dispel the fears and doubts of all the citizens concerned is the quickest possible start of the negotiations based on Article 50?” Former Work and Pensions Secretary Iain Duncan Smith hit back, saying of Mr Tusk: “They are operating like the old Soviet system  —   it’s structured around absolute authority at the centre.",fear,0.7560113072395325,0.0
19652,Ms Le Pen,"At the last Presidential elections in 2012, a year after taking the reins of her party, Ms Le Pen came third in the first round of the with 17.",neutral,0.44979098439216614,0.0
19652,Mr Sarkozy,"9 per cent of the vote, behind Mr Sarkozy on 27.",neutral,0.7416408658027649,0.0
19652,Mr Hollande,2 percent and eventual winner Mr Hollande with 28.,neutral,0.7186979651451111,0.0
19652,Mr Valls,Mr Valls said: “If she does make it to the second round she will face either a candidate of the left or the right.,neutral,0.7623361945152283,0.042
19711,Professor Ross,“The group that is bringing Milo was advised by the libertarian James Madison Professor Ross B.,neutral,0.9057432413101196,0.0
19785,Mrs Clinton,"Mrs Clinton’s candidacy looks like a case of the elite within the Democratic Party deciding it was “Hillary’s turn” an assessment confirmed by hacked emails which proved that the supposedly neutral Democratic National Convention favoured her over her rival, Bernie Sanders.",neutral,0.693428099155426,0.0
19785,Mr Trump,"All these are valid criticisms which have been picked up by Mr Trump and turned into a combustible mixture with the addition of his trademark lies, boasts and racist and misogynistic provocations.",anger,0.6761296391487122,0.0
19785,Mr Trump,No one knows if Mr Trump can with the presidency  —   it is a distinct possibility  —   but it is clear that the Trump insurgency will leave its mark on politics in the US and around the world even if he loses.,fear,0.6424686312675476,0.025
19898,Professor John Banzhaf,George Washington University Law School Professor John Banzhaf returned to Breitbart News Daily on SiriusXM to discuss the attempts by GWU to “muzzle” an upcoming appearance at the university of Breitbart Tech Editor Milo Yiannopoulos.,neutral,0.4339032471179962,0.0
19959,Professor John Banzhaf,"Professor John Banzhaf of George Washington University Law School returned to Breitbart News Daily on Tuesday to repeat and intensify his warning about the vulnerability of our election system, in light of a Department of Homeland Security report that hackers have attempted to breach the computerized voting systems in more than 20 states.",fear,0.8155738711357117,0.0
19998,Mr Hollande,"As a sign of hope, several hundred balloons were released from the nearby town hall following a sombre service, where Mr Hollande was in attendance.",joy,0.5564565658569336,0.0
20055,Mr Hookem,"The cynical use of the migrant crisis and to push forward with plans for an EU military structure “showed the shamelessness of the EU to use a crisis of its own making to further its own political aims,” former soldier Mr Hookem said.",disgust,0.9807116389274597,0.0
20066,Professor Ken Blackwell,"Professor Ken Blackwell of Liberty University, who holds leadership positions at a host of national organizations, tells Breitbart News, “Many of the fundamental rights that Americans hold most dear are hanging by a thread, now that this national hero has passed away.",sadness,0.8079339861869812,0.0
20139,Professor Peller,"Of particular concern to them were the students who are in Professor Peller’s class who must now attend class knowing of his contempt for Justice Scalia and his admirers, including them.",disgust,0.5089524984359741,0.031
20146,Mrs Merkel,"And this reality is the responsibility of politicians, such as Mrs Merkel in Germany and our Mark Rutte, who leave our borders open.",neutral,0.725737988948822,0.0
20166,Mr Cameron,"So tell me Mr Cameron, are we now for Assad or against Assad?",neutral,0.6664445996284485,0.0
20298,Mr Justice Wilkie,"Sentencing Hassane and Majeed at the Old Bailey, Mr Justice Wilkie said: “It is shocking, tragic and deplorable that you, two young British men, educated through the UK school system, undertaking university courses, should be so influenced by the bloodthirsty version of Islam presented by ISIS and other similarly minded groups, that you decided to take up arms against your fellow British citizens and those charged with protecting them in the streets of your own city.",fear,0.6353083848953247,0.013
20301,Professor Emeritus,” He is a Distinguished Professor Emeritus at the University of South Carolina.,neutral,0.7196451425552368,0.0
20382,Mr Konvi,"Police had given the   to the   stunt, complete with the use of imitation firearms but detained Mr Konvička for a short time for questioning afterwards.",anger,0.48042160272598267,0.0
20382,Mr Konvi,"” Mr Konvička, whose research into butterflies is   campaigns against growing Islamic influence in the Czech Republic and Europe.",fear,0.4326988458633423,0.0
20382,Mr Konvi,"Inspired by the populist Alternative for Germany in the Czech Republic’s neighbouring country, the party being formed by Mr Konvička has been endorsed by past president Vaclav Klaus.",neutral,0.5302712321281433,0.0
20382,Mr Klaus,"A staunch Euroskeptic, Mr Klaus is a committed campaigner against global warming alarmism and has many fans on the European and American right.",fear,0.491449236869812,0.0
20382,Mr Konvi,"After the event, Mr Konvička stated it had sought to shock, as a portrayal of the start of a totalitarian takeover.",surprise,0.7778863906860352,0.0
20462,Mr Fawstin,"[Mr Fawstin came first in last April’s contest, which was attacked by Islamic State sympathisers.",fear,0.7602317333221436,0.0
20462,Mr Westergaard,"The cartoon sparked protests across the Muslim world, with Mr Westergaard having to live under armed guard.",anger,0.8116880655288696,0.0
20494,Dr Jeff King,"Dr Jeff King, a senior law lecturer at University College London said: “It is possible a member of the public would qualify to seek a judicial review, and parliamentarians certainly would.",neutral,0.4904606342315674,0.065
20494,Professor Barber,Ultimately Professor Barber concedes that finding MPs willing to exercise their constitutional rights to block Brexit is rather trickier in practice than in theory.,neutral,0.8898652195930481,0.0
20509,Ms Listhaug,"Larssen (@krealab) April 20, 2016,  Ms Listhaug defended her actions, however, telling TV2: “I spoke with the crew, who told me horrible stories.",fear,0.9879895448684692,0.0
20511,Professor Rabiei,"The force that our material applies to the bullet breaks it,” said Professor Rabiei.",disgust,0.35053694248199463,0.0
20511,Professor Afsaneh Rabiei,” Professor Afsaneh Rabiei first developed metal foam for transportation and military use.,neutral,0.7783346176147461,0.0
20547,Professor Helmut Norpoth,Professor Helmut Norpoth is insisting his prediction of a Donald Trump electoral victory will be vindicated by the polls Tuesday night.,neutral,0.6073994040489197,0.048
20567,Professor Leila Beckwith,"“Instead of just boycotting Israel, the   are now boycotting Jewish students,” Professor Leila Beckwith, AMCHA   who led the study, said.",anger,0.38317054510116577,0.0
20591,Mr Cameron,"” Even more damningly, the former Tory leader Iain   has revealed that Germany, not the Prime Minister David Cameron, led the way during Mr Cameron’s renegotiation talks, designed to secure a better deal on EU membership for the UK.",disgust,0.8008778095245361,0.0
20596,Mr Trump,"“Conspicuously, [Mexican] President Enrique Pena Nieto does not congratulate Mr Trump on his victory,” the BBC noted.",disgust,0.5705544948577881,0.0
20726,Ms Cairns,"com, Ms Cairns also said: “If you look at how MasterCard operates, since we work in almost 200 countries, our technology works exactly the same way whatever the geopolitical structure is.",neutral,0.9033543467521667,0.0
20757,Mr Justice Wilkie,"Sentencing Mair, the judge Mr Justice Wilkie said: “By your actions you have betrayed the quintessence of our country, its reliance on Parliamentary democracy.",disgust,0.6250441074371338,0.0
20759,Professor Alan Dershowitz,Harvard Law Professor Alan Dershowitz tells Breitbart News he has no knowledge of Bill Clinton engaging in illicit activities with underage girls procured by billionaire and convicted pedophile Jeffrey Epstein.,disgust,0.8065521121025085,0.0
20782,Mr Whittle,"“The majority of people in the country have realised that whilst we are in this thing called the EU we cannot control our borders,” Mr Whittle said.",neutral,0.8816229701042175,0.0
20782,Mr Whittle,"A lot of this has to do with the “groupthink” of the mainstream media, which mostly employs people who like the EU and cannot see any problem with mass immigration, Mr Whittle added.",neutral,0.9610652327537537,0.0
20782,Mr Whittle,"If you look across to continental Europe, Mr Whittle said, “much of the   movement is actually amongst young people, particularly in places like Italy,” something he described as “very encouraging.",joy,0.8830908536911011,0.0
20900,Mr Fillon,"[Speaking in the final    debate before the second round of the Republicans presidential primary, François Fillon insisted that multiculturalism was a bad idea, and that migrant communities must,  In rhetoric that suggests France’s establishment conservatives are increasingly keen to imitate populist candidate Marine Le Pen, Mr Fillon spoke of French “identity” “culture” and “history” as he sparred with rival Alain Juppé.",fear,0.3569393754005432,0.016
20900,Mr Fillon,"France24 reports that when asked whether France’s future should be as a multicultural nation, Mr Fillon said: “The answer is no.",neutral,0.8512575626373291,0.045
20900,Mr Jupp,"However, Mr Juppé, who is seen as much more centrist than Mr Fillon, disagreed, saying: “We come from different ancestors, we have different skin colours, and different religions, and that is our strength.",neutral,0.7134035229682922,0.0
20900,Mr Fillon,"However, Mr Juppé, who is seen as much more centrist than Mr Fillon, disagreed, saying: “We come from different ancestors, we have different skin colours, and different religions, and that is our strength.",neutral,0.7134035229682922,0.0
20900,Mr Jupp,"” Breitbart London reported earlier this week how Islamic hardliners, including the Muslim Brotherhood, are urging supporters to vote for Mr Juppé in the primary as he is much softer on immigration.",neutral,0.5856819748878479,0.0
20900,Ms Le Pen,"Whoever wins the primary will likely go up against the Front National’s Marine Le Pen in next year’s presidential election, with observers saying that tactical voting could put whoever opposes Ms Le Pen in power.",neutral,0.6392508745193481,0.054
20961,Dr Carson,"Having just announced raising $23m for the 4th Q, more than any other Republican candidate, and passing 1 million contributions and and over 600 k unique donors since March, we are proud of our efforts for Dr Carson and we wish him and his campaign the best of luck.",joy,0.9255173802375793,0.0
21134,Professor William Klug,"On Friday, the UCLA Undergraduate Students Association (USAC) announced plans to launch the “UCLA Institute on Campus Violence” in response to the murder of Professor William Klug.",anger,0.7018368244171143,0.0
21144,Professor Robert George,"Also present were influential conservatives Bill McGurn of The Wall Street Journal,  Professor Robert George of Princeton, former Washington editor of National Review Kate O’Beirne, President of Catholic University of America John Garvey, former Solicitor General Ted Olson, and many others.",neutral,0.6282367706298828,0.0
21156,Professor Douglas Muir,"[According to Post, the comments made by University of Virginia business Professor Douglas Muir were quickly denounced by university administrators.",disgust,0.5321397185325623,0.0
21156,Professor Douglas,“The comment was written last week in response to a Facebook post about a Black Lives Matter event in Charlottesville  …     University officials later issued statements denouncing the comments and distancing themselves from [Professor Douglas] Muir.,anger,0.4145558476448059,0.0
21258,Ms Qiu,But Ms Qiu omits another salient and widely reported point to make this claim.,neutral,0.6488903164863586,0.0
21265,Mr Brexit,Mr Brexit meets Mr Brexit pic.,neutral,0.6993464231491089,0.0
21265,Mr Brexit,Mr Brexit meets Mr Brexit pic.,neutral,0.6993464231491089,0.0
21447,Professor Robert Donald Weide,"The only threats with supporting evidence have come from leftists, including Professor Robert Donald Weide who challenged conservative students to a wrestling match, telling one commenter, “I lift, bro.",fear,0.4803265929222107,0.0
21449,Professor Gary Peller,"Days after the death of Supreme Court Justice Antonin Scalia, Georgetown Law Professor Gary Peller wrote in an email to his colleagues and Georgetown University Law Center Dean William M.",sadness,0.9504516124725342,0.0
21449,Professor Mike Seidman,"”[“I disagree with these sentiments and that expressions attributed to the ‘Georgetown Community,’” said Georgetown Law Professor Mike Seidman in response to the laudatory statement Georgetown Law issued on the day of Scalia’s passing.",joy,0.42159855365753174,0.0
21451,Professor Ron Hira,"Howard University Professor Ron Hira observed that during the   period   Tata imported an incredible 27, 193   guest workers and likely more than 10, 000   workers.",surprise,0.5789796710014343,0.0
21477,Mr Di,All contact was initiated by Mr DiCaprio and LDF.,neutral,0.9207846522331238,0.0
21486,Mr Trump,He goes on to accuse the mainstream media of reporting on Mr Trump’s comments only once Mrs Clinton’s campaign manager Robby Mook had alleged he was suggesting “violence”.,anger,0.8253682851791382,0.0
21486,Mrs Clinton,He goes on to accuse the mainstream media of reporting on Mr Trump’s comments only once Mrs Clinton’s campaign manager Robby Mook had alleged he was suggesting “violence”.,anger,0.8253682851791382,0.0
21488,Dr Sultan,"Meanwhile, Sheikh Dr Sultan bin Muhammad   the ruler of Sharjah in the United Arab Emirates, has given more than £8 million to Exeter University over two decades.",joy,0.9206624031066895,0.0
21503,Mr Johnson,"Mr Johnson invokes Winston Churchill’s   defiance, urging the British people to be “the heroes of Europe” again, set the country free and save the EU from itself by voting to leave in the referendum next month.",neutral,0.40808606147766113,0.0
21503,Mr Johnson,"” Mr Johnson’s potentially inflammatory comparison to Hitler comes at a critical time in the referendum campaign, with senior Tories on either side publicly attacking each other in blunt terms.",anger,0.6438210606575012,0.0
21546,Mr Ban,"[Addressing the UN Security Council on Friday, Mr Ban said: “Over the last decade I have argued that we cannot have a bias against Israel at the UN.",fear,0.43681326508522034,0.0
21688,Mr Cameron,"[Mr Cameron added that although he did not think the European Union (EU) itself would fall apart, the currency was in serious danger, saying he “wondered how long it can last”.",fear,0.9742841720581055,0.032
21688,Mr Cameron,” The Mail reports Mr Cameron also told EU leaders to address voters’ concerns as the   movement grows across the continent.,fear,0.8880505561828613,0.0
21688,Mr Cameron,"Donald Trump, Mr Cameron said Europe did not need border walls to combat mass immigration, despite recent efforts by Hungary and Slovenia.",neutral,0.4575464427471161,0.0
21776,Professor Tibi,"Interviewed by Basler Zeitung, Professor Tibi said that migrants were expecting to be given a luxury lifestyle, one comparable to portrayals of rich Europeans shown in the Arab media.",joy,0.8606712222099304,0.0
21776,Professor Tibi,"Asked how he could be sure of this, Professor Tibi stated that as well as the fact the state cannot meet their high expectations, the migrants have a “value system that is incompatible with modernity”.",neutral,0.8748592734336853,0.029
21776,Professor Tibi,Professor Tibi pointed to a number of factors that he believes led to the mass sex attacks in Cologne.,fear,0.7292271256446838,0.0
21776,Professor Tibi,Professor Tibi argued that sexual assaults on German women are driven by vengeance for not being given nice cars and flats.,anger,0.8824087381362915,0.0
21790,Professor Blames Media,"—   Mike Matusow (@themouthmatusow) August 21, 2016,  #HidingHillary Day 261: Journalism Professor Blames Media for Hillary’s Absence, Day 261 exposed “professor” of journalism Jeff Jarvis blaming the media for the #HidingHillary stratetgy: Imagine the shitshow that a Clinton presser would be   falling over themselves to show how tough they can be.",fear,0.8139462471008301,0.02
21907,Professor Aaqil Ahmed,Professor Aaqil Ahmed was speaking at an event at Huddersfield University exploring Britain’s   broadcaster’s insistence on calling the Islamic State terrorist organisation the “  Islamic State”.,fear,0.8041751384735107,0.0
21930,Mrs Clinton,[On Sunday Mrs Clinton gave her first television interview since accepting the Democratic nomination last week.,joy,0.41269564628601074,0.0
21930,Mrs Clinton,"When host Chris Wallace asked the Democrat if she was being truthful to the American people when she said that she did not send classified emails on her personal account, Mrs Clinton cited FBI Director James Comey’s public statementon the investigation into the matter as corroboration.",fear,0.7944542765617371,0.0
21957,Professor Daniel Brewster,Professor Daniel Brewster.,neutral,0.5413055419921875,0.0
21957,Professor Brewster,"Now, Professor Brewster teaches sociology, which comes in just above gender studies in my rankings of “burger flipping majors”  —   but not very far above.",neutral,0.7938527464866638,0.0
21957,Professor Fatass,Professor Fatass’s Twitter profile contains this quote: “I welcome the fact that students feel safer knowing that I will be an advocate for them and that I am willing to fight for their rights and their inclusion.,joy,0.9740700125694275,0.026
22071,Mr Zurawski,Mr Zurawski said he was “not happy” that he had to stay in Berlin longer than necessary  —   the driver had hoped to return to Poland on Monday rather than Tuesday.,sadness,0.9878854751586914,0.0
22096,Mr Trump,"A photo posted by Sean Lynch (@poetryandpoverty) on Dec 13, 2016 at 2:59pm PST,   These Latino students came here just to give Mr Trump a Mexican wave of sorts, A photo posted by Julian Druker (@juliandruker) on Dec 14, 2016 at 12:20pm PST,  “Chase n Ellie take New York, disrespect buildings,” one couple wrote,  Chase n Ellie take New York, disrespect buildings, A photo posted by Chase Rush (@browerchaserush) on Dec 19, 2016 at 6:25pm PST,  Others cited Christmas and the Holidays as their reason for coming to the building to send a message to the  .",anger,0.9605743288993835,0.0
22122,Professor John Banzhaf,"” Public Interest Law Professor John Banzhaf of George Washington University Law School will offer an update on election hacking vulnerabilities, as the Department of Homeland Security reports that hackers have attempted to break into parts of the computerized voting systems in more than 20 states.",neutral,0.5330880284309387,0.022
22131,Mr Erdo,"“No one is underestimating Mr Erdoğan and his unpredictability these days,” Athanassios Drougas, an intelligence expert in Athens, told The Times.",fear,0.5172503590583801,0.0
22131,Mr Erdogan,"“With Europe in a mess, Mr Erdogan feels he has a free hand in trying to blackmail the bloc using the refugee crisis as leverage.",neutral,0.3819737434387207,0.0
22306,Mr Gupta,"“Protection makes you inefficient, it can sustain uncompetitiveness,” Mr Gupta, added.",disgust,0.505040168762207,0.0
22348,Ms Merkel,"—   Danny Marx (@dannytastisch) January 5, 2016,  Another sign was a message to the German chancellor, which read: “Ms Merkel, Where are you?",fear,0.41435059905052185,0.0
22373,Mr Justice Dove,"One of them, as Booker reports, is Mr Justice Dove in the High Court who ruled over Christmas that a key element in the plan  —   the   of a quarry in Cornwall, from which 1.",neutral,0.377957284450531,0.0
22397,Professor Michael Eric Dyson,"On Monday’s broadcast of CNN’s “Wolf,” Georgetown University Professor Michael Eric Dyson stated of President Obama’s planned trip to Dallas, “I would have preferred him go to Louisiana, then on to Minnesota, then end in Dallas, because he could truly bring  …    healing to the nation.",neutral,0.6530002355575562,0.042
22412,Ms Phillips,"” Ms Phillips said her horse, Pitucelli, was alarmed by the commotion when the migrants were banging on the walls, but “he’s quite old and   so he settled down”.",fear,0.9867749214172363,0.0
22480,Mr Cameron,"Former Cabinet Minister Iain Duncan Smith said Mr Cameron was due to announce the policy in a major speech, but Germany spiked it at the last minute.",anger,0.47398439049720764,0.0
22480,Mr Duncan Smith,"“I know that right up until the midnight hour, there was a strong line in there about restricting the flow of migrants from the European Union  —   an emergency break on overall migration,” Mr Duncan Smith said.",fear,0.8382169008255005,0.0
22508,Mr Robinson,"[Mr Robinson had travelled to the university city yesterday with two friends and their four children to watch his home town’s football club, Luton, play against Cambridge.",joy,0.34477707743644714,0.0
22508,Mr Robinson,"As they were enjoying the game they were approached by a number of officers from Cambridgeshire police who ordered Mr Robinson to leave the city, or face being issued with a Section 35 dispersal order.",fear,0.5292583107948303,0.0
22508,Mr Robinson,"—   Tommy Robinson (@TRobinsonNewEra) August 28, 2016,  Mr Robinson asked why he was being asked to leave, to which an officer replied: “The situation is, because of the lesson’s we’ve learned in the past, we know that if certain groups stay within the city, they’re causing violence.",fear,0.6731248497962952,0.0
22508,Mr Robinson,"” When Mr Robinson protested that he was with his family and that no other Luton supporters were being ejected, another officer accused him of acting aggressively and told him “You’re going to get arrested in a minute.",anger,0.6644041538238525,0.0
