Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,URL,FindACopy,Database
There Is a Solution to Child Poverty: [Op-Ed]: [Op-Ed],2660521178,newspapers,"Covert, Bryce",," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.2," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/there-is-solution-child-poverty-op-ed/docview/2660521178/se-2?accountid=14026, https://www.nytimes.com/2022/05/07/opinion/sunday/child-tax-credit-social-security.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=There+Is+a+Solution+to+Child+Poverty%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Covert%2C+Bryce&amp;rft.aulast=Covert&amp;rft.aufirst=Bryce&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Justice Alito's Warped Feminism: [Op-Ed]: [Op-Ed],2660521177,newspapers,"Bazelon, Emily",," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.4," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/justice-alitos-warped-feminism-op-ed/docview/2660521177/se-2?accountid=14026, https://www.nytimes.com/2022/05/05/opinion/abortion-alito-supreme-court.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Justice+Alito%27s+Warped+Feminism%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Bazelon%2C+Emily&amp;rft.aulast=Bazelon&amp;rft.aufirst=Emily&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
12 Millennials on Returning to the Office: [Op-Ed]: [Op-Ed],2660521171,newspapers,"Rivera, Adrian J; Healy, Patrick",," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.3," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/12-millennials-on-returning-office-op-ed/docview/2660521171/se-2?accountid=14026, https://www.nytimes.com/2022/05/03/opinion/millennials-office-work.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=12+Millennials+on+Returning+to+the+Office%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Rivera%2C+Adrian+J%3B+Healy%2C+Patrick&amp;rft.aulast=Rivera&amp;rft.aufirst=Adrian&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Vance's Win Proves Trump's Strength: [Op-Ed]: [Op-Ed],2660521159,newspapers,"Longwell, Sarah"," Republican Party , Senate-US"," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.2," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/vances-win-proves-trumps-strength-op-ed/docview/2660521159/se-2?accountid=14026, https://www.nytimes.com/2022/05/04/opinion/trump-republicans-ohio-jd-vance.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Vance%27s+Win+Proves+Trump%27s+Strength%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Longwell%2C+Sarah&amp;rft.aulast=Longwell&amp;rft.aufirst=Sarah&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Draft Opinion's Missing Women: [Op-Ed]: [Op-Ed],2660521154,newspapers,"Greenhouse, Linda",," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.5," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/draft-opinions-missing-women-op-ed/docview/2660521154/se-2?accountid=14026, https://www.nytimes.com/2022/05/05/opinion/abortion-alito-discrimination.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Draft+Opinion%27s+Missing+Women%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Greenhouse%2C+Linda&amp;rft.aulast=Greenhouse&amp;rft.aufirst=Linda&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.5&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Why Republicans Are So Angry: [Op-Ed]: [Op-Ed],2660521153,newspapers,"Bouie, Jamelle"," Senate , Republican Party"," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.9," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/why-republicans-are-so-angry-op-ed/docview/2660521153/se-2?accountid=14026, https://www.nytimes.com/2022/05/06/opinion/supreme-court-roe-dobbs-legitimacy.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Why+Republicans+Are+So+Angry%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Bouie%2C+Jamelle&amp;rft.aulast=Bouie&amp;rft.aufirst=Jamelle&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
In Grief Is How We Live Now: [Op-Ed]: [Op-Ed],2660521114,newspapers,"Greenberg, Gary", American Psychiatric Association," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.7," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/grief-is-how-we-live-now-op-ed/docview/2660521114/se-2?accountid=14026, https://www.nytimes.com/2022/05/07/opinion/grief.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=In+Grief+Is+How+We+Live+Now%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Greenberg%2C+Gary&amp;rft.aulast=Greenberg&amp;rft.aufirst=Gary&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
What Moms Really Need: [Op-Ed]: [Op-Ed],2660521113,newspapers,"Grose, Jessica",," Copyright New York Times Company May 8, 2022"," Opinions , Commentary"," May 8, 2022", English, English, SR.6," New York, N.Y.","May 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/what-moms-really-need-op-ed/docview/2660521113/se-2?accountid=14026, https://www.nytimes.com/2022/05/07/opinion/mothers-day.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=What+Moms+Really+Need%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Grose%2C+Jessica&amp;rft.aulast=Grose&amp;rft.aufirst=Jessica&amp;rft.date=2022-05-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.6&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
"The War Is Getting More Dangerous for America, and Biden Knows It: [Op-Ed]: [Op-Ed]",2660238640,newspapers,"Friedman, Thomas L", North Atlantic Treaty Organization--NATO," Copyright New York Times Company May 7, 2022"," Opinions , Commentary"," May 7, 2022", English, English, A.20," New York, N.Y.","May 7, 2022",New York Times,2022,https://www.proquest.com/newspapers/war-is-getting-more-dangerous-america-biden-knows/docview/2660238640/se-2?accountid=14026, https://www.nytimes.com/2022/05/06/opinion/biden-ukraine-leaks.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+War+Is+Getting+More+Dangerous+for+America%2C+and+Biden+Knows+It%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Friedman%2C+Thomas+L&amp;rft.aulast=Friedman&amp;rft.aufirst=Thomas&amp;rft.date=2022-05-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
My Duty to Patients Includes Offering Second-Trimester Abortions: [Op-Ed]: [Op-Ed],2660238630,newspapers,"Block, Alison",," Copyright New York Times Company May 7, 2022"," Opinions , Commentary"," May 7, 2022", English, English, A.21," New York, N.Y.","May 7, 2022",New York Times,2022,https://www.proquest.com/newspapers/my-duty-patients-includes-offering-second/docview/2660238630/se-2?accountid=14026, https://www.nytimes.com/2022/05/06/opinion/abortion-provider-second-trimester-roe-v-wade.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=My+Duty+to+Patients+Includes+Offering+Second-Trimester+Abortions%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Block%2C+Alison&amp;rft.aulast=Block&amp;rft.aufirst=Alison&amp;rft.date=2022-05-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
I Cherish My Grief for the Mother I Never Expected to Have: [Op-Ed]: [Op-Ed],2660238627,newspapers,"Foo, Stephanie",," Copyright New York Times Company May 7, 2022"," Opinions , Commentary"," May 7, 2022", English, English, A.21," New York, N.Y.","May 7, 2022",New York Times,2022,https://www.proquest.com/newspapers/i-cherish-my-grief-mother-never-expected-have-op/docview/2660238627/se-2?accountid=14026, https://www.nytimes.com/2022/05/06/opinion/mothers-day-grief.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=I+Cherish+My+Grief+for+the+Mother+I+Never+Expected+to+Have%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Foo%2C+Stephanie&amp;rft.aulast=Foo&amp;rft.aufirst=Stephanie&amp;rft.date=2022-05-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Philippine Democracy Is at Risk: [Op-Ed]: [Op-Ed],2660238598,newspapers,"Syjuco, Miguel",," Copyright New York Times Company May 7, 2022"," Opinions , Commentary"," May 7, 2022", English, English, A.20," New York, N.Y.","May 7, 2022",New York Times,2022,https://www.proquest.com/newspapers/philippine-democracy-is-at-risk-op-ed/docview/2660238598/se-2?accountid=14026, https://www.nytimes.com/2022/05/06/opinion/philippines-election-marcos-duterte.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Philippine+Democracy+Is+at+Risk%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Syjuco%2C+Miguel&amp;rft.aulast=Syjuco&amp;rft.aufirst=Miguel&amp;rft.date=2022-05-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Georgia Candidates Try to Outdo One Another on the 'Woke Mob' in Schools: [Op-Ed]: [Op-Ed],2659860400,newspapers,"Blow, Charles M",," Copyright New York Times Company May 6, 2022"," Opinions , Commentary"," May 6, 2022", English, English, A.26," New York, N.Y.","May 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/georgia-candidates-try-outdo-one-another-on-woke/docview/2659860400/se-2?accountid=14026, https://www.nytimes.com/2022/05/04/opinion/republicans-parental-rights.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Georgia+Candidates+Try+to+Outdo+One+Another+on+the+%27Woke+Mob%27+in+Schools%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Blow%2C+Charles+M&amp;rft.aulast=Blow&amp;rft.aufirst=Charles&amp;rft.date=2022-05-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
"Yes, We Should Cancel Student Debt, but Only for Some: [Op-Ed]: [Op-Ed]",2659860344,newspapers,"Brooks, David", Brookings Institution," Copyright New York Times Company May 6, 2022", Commentary," May 6, 2022", English, English, A.27," New York, N.Y.","May 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/yes-we-should-cancel-student-debt-only-some-op-ed/docview/2659860344/se-2?accountid=14026, https://www.nytimes.com/2022/05/05/opinion/cancel-some-student-debt.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Yes%2C+We+Should+Cancel+Student+Debt%2C+but+Only+for+Some%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Brooks%2C+David&amp;rft.aulast=Brooks&amp;rft.aufirst=David&amp;rft.date=2022-05-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.27&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Can Business Schools Really Reimagine Capitalism?: [Op-Ed]: [Op-Ed],2659860341,newspapers,"Worthen, Molly",," Copyright New York Times Company May 6, 2022"," Commentary , Opinions"," May 6, 2022", English, English, A.27," New York, N.Y.","May 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/can-business-schools-really-reimagine-capitalism/docview/2659860341/se-2?accountid=14026, https://www.nytimes.com/2022/05/05/opinion/business-schools-capitalism-mba.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Can+Business+Schools+Really+Reimagine+Capitalism%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Worthen%2C+Molly&amp;rft.aulast=Worthen&amp;rft.aufirst=Molly&amp;rft.date=2022-05-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.27&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Information War in Ukraine Is Far From Over: [Op-Ed]: [Op-Ed],2659860336,newspapers,"Schmemann, Serge", North Atlantic Treaty Organization--NATO," Copyright New York Times Company May 6, 2022"," Commentary , Opinions"," May 6, 2022", English, English, A.26," New York, N.Y.","May 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/information-war-ukraine-is-far-over-op-ed/docview/2659860336/se-2?accountid=14026, https://www.nytimes.com/2022/05/05/opinion/russia-ukraine-propaganda.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Information+War+in+Ukraine+Is+Far+From+Over%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Schmemann%2C+Serge&amp;rft.aulast=Schmemann&amp;rft.aufirst=Serge&amp;rft.date=2022-05-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
What Was the Strategy Behind the Supreme Court Leak?: [Op-Ed]: [Op-Ed],2659460246,newspapers,"Douthat, Ross", Supreme Court-US," Copyright New York Times Company May 5, 2022"," Opinions , Commentary"," May 5, 2022", English, English, A.26," New York, N.Y.","May 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/what-was-strategy-behind-supreme-court-leak-op-ed/docview/2659460246/se-2?accountid=14026, https://www.nytimes.com/2022/05/04/opinion/supreme-court-roe-abortion.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=What+Was+the+Strategy+Behind+the+Supreme+Court+Leak%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Douthat%2C+Ross&amp;rft.aulast=Douthat&amp;rft.aufirst=Ross&amp;rft.date=2022-05-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Madness on Telegram in Brazil: [Op-Ed]: [Op-Ed],2659460242,newspapers,"Barbara, Vanessa",," Copyright New York Times Company May 5, 2022"," Opinions , Commentary"," May 5, 2022", English, English, A.26," New York, N.Y.","May 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/madness-on-telegram-brazil-op-ed/docview/2659460242/se-2?accountid=14026, https://www.nytimes.com/2022/05/04/opinion/bolsonaro-brazil-telegram-misinformation.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Madness+on+Telegram+in+Brazil%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Barbara%2C+Vanessa&amp;rft.aulast=Barbara&amp;rft.aufirst=Vanessa&amp;rft.date=2022-05-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
It Appears Roe Will Fall. It's Time to Rage.: [Op-Ed]: [Op-Ed],2659460205,newspapers,"Gay, Roxane", Supreme Court-US," Copyright New York Times Company May 5, 2022"," Commentary , Opinions"," May 5, 2022", English, English, A.27," New York, N.Y.","May 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/appears-roe-will-fall-time-rage-op-ed/docview/2659460205/se-2?accountid=14026, https://www.nytimes.com/2022/05/03/opinion/roxane-gay-roe-v-wade.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=It+Appears+Roe+Will+Fall.+It%27s+Time+to+Rage.%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Gay%2C+Roxane&amp;rft.aulast=Gay&amp;rft.aufirst=Roxane&amp;rft.date=2022-05-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.27&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Black Twitter Is Not a Place. It's a Practice.: [Op-Ed]: [Op-Ed],2659460198,newspapers,Tressie Mcmillan Cottom, Twitter Inc," Copyright New York Times Company May 5, 2022"," Opinions , Commentary"," May 5, 2022", English, English, A.27," New York, N.Y.","May 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/black-twitter-is-not-place-practice-op-ed/docview/2659460198/se-2?accountid=14026, https://www.nytimes.com/2022/05/03/opinion/the-real-twitter-is-not-for-sale.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Black+Twitter+Is+Not+a+Place.+It%27s+a+Practice.%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Tressie+Mcmillan+Cottom&amp;rft.aulast=Tressie+Mcmillan+Cottom&amp;rft.aufirst=&amp;rft.date=2022-05-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.27&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Court Is Out of Step With the Country: [Op-Ed]: [Op-Ed],2659004256,newspapers,"Wegman, Jesse", Supreme Court-US," Copyright New York Times Company May 4, 2022"," Opinions , Commentary"," May 4, 2022", English, English, A.25," New York, N.Y.","May 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/court-is-out-step-with-country-op-ed/docview/2659004256/se-2?accountid=14026, https://www.nytimes.com/2022/05/03/opinion/supreme-court-roe-wade.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Court+Is+Out+of+Step+With+the+Country%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Wegman%2C+Jesse&amp;rft.aulast=Wegman&amp;rft.aufirst=Jesse&amp;rft.date=2022-05-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.25&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Overturning Roe Is Not Conservative: [Op-Ed]: [Op-Ed],2659004243,newspapers,"Stephens, Bret", Supreme Court-US," Copyright New York Times Company May 4, 2022"," Opinions , Commentary"," May 4, 2022", English, English, A.25," New York, N.Y.","May 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/overturning-roe-is-not-conservative-op-ed/docview/2659004243/se-2?accountid=14026, https://www.nytimes.com/2022/05/03/opinion/abortion-supreme-court-conservative.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Overturning+Roe+Is+Not+Conservative%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Stephens%2C+Bret&amp;rft.aulast=Stephens&amp;rft.aufirst=Bret&amp;rft.date=2022-05-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.25&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
